text,labels,language
Infame el penal que le acaban de regalar a Millonarios... me sentí como si Gacha estuviera vivo... infame dd verdad,1.0,Spanish
🍏 ¿Verdad o mito? Descubre qué se siente al dejar de fumar... http,1.0,Spanish
No me habla nadie ni de onda,2.0,Spanish
@user Jajajajajaja quién para sacarle la chu,2.5,Spanish
@user Tienes una nueva notificación del servicio (C-4b),1.0,Spanish
@user Metete loca fue sin querer corre 😹,2.4,Spanish
"Muchísimas gracias por todo a esas personas que me apoyaron y escucharon, espero todos tengan un increíble año💘",2.25,Spanish
¡Abajo el Bloqueo de #Cuba y #Venezuela! #InjusticiaYankee http,1.4,Spanish
"@jordiPuignero Sabías que alguien lo haría, ¿no? http",2.25,Spanish
"@user JFJSKAJDJAJDJ si pasa, pero algunos factores lo hacen volver /nojao",2.25,Spanish
Amiguita pero todos esos chistes tuyos son con que te transfieran,2.25,Spanish
que lindo es que te amen y te cuiden,3.0,Spanish
Que tu hijo te acompañe orgulloso y se cante las canciones de tu vida contigo como me está pasando. Es deseo.,3.4,Spanish
Necesito que ya sea 3 de Junio para gritar Walls desde el fondo de mi alma hasta quedarme sin voz,2.2,Spanish
"@user No la tengo (en Holanda no hay HBO, se supongo que llega este año)",1.4,Spanish
¡Nos vamos el miércoles por la mañana y volvemos el domingo por la tarde! Prepárense.,2.2,Spanish
@user Se muy feliz 😀,1.5,Spanish
"@user Gracias, Cristina!! Bonito día.",2.0,Spanish
@user Siiii todo el día kpe 😂😂😂😂,2.5,Spanish
La exageración de Lissa jajajaja muy buena actriz eh #ElHotelDeLosFamosos http,1.2,Spanish
"¡""China"" de Anuel AA ocupa el primer puesto en Billboard! http",1.0,Spanish
@user Struff es tremendo jugadorazo. Lastima que sea tan irregular.,1.2,Spanish
Cuánto se lamentaran ahora el penal fallado x Garcés en el partido anterior hasta ahora la definición sería los penales.,1.25,Spanish
los amigos son amigos para siempre y por siempre http,2.4,Spanish
Buenos y peludos días🔥😎🍆😍 #Activos #machocaliente @user http,4.8,Spanish
@user Te la mando por dm :),2.8,Spanish
Que Pamela Jiles le ponga bueno junto a los demás políticos por el #5toRetiro http,1.75,Spanish
No me inviten a salir mas xq lo único q quiero es quedarme tapado hasta la nariz viendo una película con una q no mienta tanto nada más,4.0,Spanish
#RepúblicaAdelante Por una España libre de Borbones que no están parasitando.,2.0,Spanish
@user @user Y que te esperabas? Es lo que tiene pactar con la derecha suave!!!,1.8,Spanish
@user k vaya todo genial tia,2.75,Spanish
"No tiene ningún plan, no?",1.2,Spanish
A beber otra vez se ha dicho,2.8,Spanish
Esto es llorando y trabajando.,3.0,Spanish
@user Las dos perras más guapas de España 💕,3.0,Spanish
Todos los cuerpos son bonitos ....,2.4,Spanish
Wow con lo fregón que es mi novio🤩🤩❤️,2.8,Spanish
Hoy solo se puede comer pescado y pan porque sino te vas a transformar en el chupacabras.,1.4,Spanish
A veces es mejor quedarse callada,2.8,Spanish
perdonen mi poder interpretativo no funciona a esta hora de la noche,1.8,Spanish
@biobio Tendría que ver esa rendición........ya no se les cree nada a estas payasas retrazadas....,2.2,Spanish
unas ganas de que me caiga una herencia millonaria o de ganar el quini así salgo todo el finde largo o en su defecto me compro ropa :(,2.4,Spanish
"Que se puede esperar de éste operador de MM y el poder,el hijo de Maurito es un carancho!! http",1.6,Spanish
"¿Qué os van a traer los reyes? A mí cada año lo único que me regalan es más traumas, decepciones y problemas",4.0,Spanish
"@user El placer de leer, no me refería al placer sexual, limitado.",2.4,Spanish
@user A mí la zona del omóplato derecho me destrozó y el resto fue bastante llevadero,2.25,Spanish
No se si estoy viviendo o esperando nomas ya la hora para verle jugar a Olimpia 😩🤍🖤,1.8,Spanish
Alguien duo? obv alguien que conozca,2.4,Spanish
por un 2022 donde no se le ruega a ✨ nadie ✨,2.2,Spanish
Estar acostumbrado no es estar bien.,2.2,Spanish
Pensé que me querías,3.6,Spanish
@KimberlyLoaiza_ piensan hacer otro concierto acá en CDMX??,1.0,Spanish
"Confesión #8425: Jurao que I got no game, If I flirt con una nena soy creepy y si soy nice then im just a friend. Que hago?",4.0,Spanish
A río revuelto. http @_infoLibre (con ayuda de @user y @user,1.75,Spanish
@user Voto por Pabllo Vittar en #ArtistaSocial en los #LatinAMAs 2022,1.2,Spanish
@user En ese momento no xd,1.2,Spanish
Un nuevo vídeo muestra su reacción durante el incidente 😬 #JadaPinkett http,1.0,Spanish
@user Eres full healer ♡♡♡ con algo de Mage porque haces ilustraciones envidiables ;;,2.333333333333333,Spanish
Estoy con la misión de RENE: http,1.0,Spanish
@user perdón,2.0,Spanish
Dios mio yo al Fede lo amo pero que tipo celoso ojalá se consiga novia pronto,3.2,Spanish
P3. Las pastillas de yapa se q las tengo harta,2.0,Spanish
@user jajaja que bueno.,1.0,Spanish
@user Buenos días Anabell.,1.0,Spanish
Mi novio es tan precioso 😍💚,2.6,Spanish
"Peras al vino, un postre muy clásico que no pasa de moda http",1.0,Spanish
no sé porqué le damos tanto aplauso al pasado,1.8,Spanish
Volví después de un tiempo!! http,1.25,Spanish
que asco los besos,3.0,Spanish
"Les mando otra parte del mañanero que me dio George, que rico se hace en la mesa de la cocina 🔥🔥🔥 http",4.8,Spanish
@user Gracias por compartir.,1.0,Spanish
quiero tener una date que se base en ver tik toks todo el día,3.0,Spanish
@user Tus muertos por si acaso,1.5,Spanish
quiero ir a mty,2.8,Spanish
Ganas de salir hoy...cero cash,2.4,Spanish
Con sus ZAPATILLAS Trece Voto por Deja Vu en #AlbumFavoritoPop en los #LatinAMAs 2022,1.0,Spanish
Lucas es una muy buena persona y el que piense lo contrario nos cagamos a piñas porque es la mejor persona que conocí en mi pinche vida,4.0,Spanish
"@user @user Los inmunes somos los que no tenemos miedo, investigamos mucho y sabemos cómo viene este plan.",1.4,Spanish
"@user @user Trebor te vas a convertir en tiburón con patas, siempre andas en la piscina 🙀🙀🙀 http",2.5,Spanish
@user Estas muy guapa vamos a comer,3.8,Spanish
@user En la Q2 parecía que estaban más cerca,1.4,Spanish
"Se me fueron todas las ganas de salir, que me pasa 😟",3.0,Spanish
@villalobossebas y volvemos a la normalidad,1.25,Spanish
"@user Todos vamos a ir, te verás hermosa, la vas a pasar bien bonito❤️",3.0,Spanish
mucha gente se fue con el año,2.4,Spanish
Tania con Alejandro tal para cual ... Son iguales de tóxicos los 2 #ConexionHonduras13,2.0,Spanish
@elmostrador Sanción le llaman ahora a robar 🤔,1.6,Spanish
@user Nunca hubo dudas,1.4,Spanish
Reproduciendo ahora en http Quisiera Poder Olvidarme De Ti por Luis Fonsi! Escúchalo ahora!,1.4,Spanish
@user viste q podías 😎 ni cabida a los haters,2.4,Spanish
"@user Tu vida , tus pasiones valen mucho nene , cree en ti 🤠❤️",3.2,Spanish
@user Sip. Me encantaba ese juego,2.2,Spanish
¡Qué tal esto! Cogieron de tendedero de ropa el parque Centenario de Puerto Asís http,1.2,Spanish
"¿Cuál es el juicio sobre decir: ""Yo soy Salafi""? Shaikh Saleh al-Fawzan -حفظه الله http http",2.0,Spanish
“No se queden callados y sepan que no están solos” http,1.25,Spanish
"Y aún me sigue poniendo nostálgico, el saber que ahora estás con alguien y no conmigo.",4.2,Spanish
@user Yo también tengo paranoia colectiva,2.8,Spanish
@user Ha sido sacar la tarjeta y traicionarle el subconciente,1.6,Spanish
@user El pedrito y los mellis 😶,2.0,Spanish
@user Tú haces todo bien.,2.6,Spanish
"un random me comentó ike ""futura miss Colombia en una foto"" y yo, ✨si✨",4.0,Spanish
Jodete una barbaridad equipación de porqueria PSG,1.0,Spanish
¿Mi sueño? Mi sueño es tener a Jeon Jungkook así de cerca 🥲 http,2.6,Spanish
@user Weon en mi escuela casi casi era acoso sexual lo que me hacian xd,4.2,Spanish
"Recomiendo Mendoza todo el año, pero Otoño en Mendoza es único http",1.8,Spanish
Las personas no miden la magnitud de lo destructivas que son las palabras.,2.2,Spanish
@user @LassoGuillermo Hemos pasado terremotos pandenias guerras y avanzamos pero lasso moreno en verdad nos puede retener,1.2,Spanish
@user Esto nos va a joder verdad :')?,1.8,Spanish
@user @sport El que nos dio un baño en el Camp Nou la temporada pasada y también uno al Madrid hace 2 temporadas.,1.8,Spanish
Luego de pegarme una lloradita toy ready para hacer piernas a mil!,4.25,Spanish
Cualquier tomador de agua sabe que todas las aguas tienen gustos diferentes,1.0,Spanish
Rusia muestra cómo son los helicópteros usados en la guerra de Ucrania http,1.25,Spanish
Que empiece el fin de cojedera. Empezamos con un gang Bang. Activos un paso al frente,4.6,Spanish
@user okeyyy gracias,1.2,Spanish
"lo mas random de ayer fue el leon jajaj, nardini promociona hasta donde no se lo imaginan",2.2,Spanish
la fiebre por las nubes,2.25,Spanish
@user Si de antes cantaba lindo ahora canta mejor mucho mejor diría yo no sé ustedes,1.8,Spanish
Mi plan favorito es escucharlo dormir,3.6,Spanish
lo bueno lo quiere todo el mundo por eso te ceelo,3.8,Spanish
tuve un año de mierda pero por lo menos no ví la serie de luis miguel,2.4,Spanish
"Hoy leí: Encontramos el amor cuando menos lo esperamos y nos ponemos a esperar donde menos amor hay, y cuanta razón.",2.4,Spanish
"@user @user @user si, y luego raja por detrás 😅 y se excusa con Marta y tal...",2.8,Spanish
"@user Aquí te queremos ver el martes💪 descansa unos días, pero el martes aquí 🤨",2.4,Spanish
@user Estoy casi seguro,1.0,Spanish
@user @user 😅😅😅 estaba durmiendo y lo despertó otro perrito!,2.6,Spanish
@user ya sabemos q me gustan los chinos pero los del súper WAN esos no me van😔,3.6,Spanish
@user @user @user @lopezobrador_ No se iba a quitar el nombre si faltaban medicamentos?,1.0,Spanish
@user @user @user Cuando encuentre usted mi chiringuito y mordida se la busco,3.4,Spanish
@user Una lámpara UV para esmalte de uñas? 🤔,1.4,Spanish
"Chavos, neta que lo mejor que le ha pasado a la humanidad es el quesito Oaxaca.",1.0,Spanish
No sé si cada día hace más calor o yo cada vez ando más caliente.,4.0,Spanish
"Puedo perderlo todo, y recuperarlo al día siguiente, así de capaz soy.",1.8,Spanish
Hoy se cumplen 11 años del lanzamiento de Jarvan IV y 9 años del lanzamiento de Quinn 🎈 #LeagueOfLegends http,1.0,Spanish
"por favor que esta vez enfoquen alguna peruana, acá las mexicanas son las únicas que aparecen en la pantalla grande",2.8,Spanish
"Estado: años luz,fluyo con la tierra no entenderías",1.25,Spanish
@user e estado todo el día en la clínica,2.6,Spanish
⭕ DIRECTO | Microsoft suspende las ventas de sus productos y servicios en Rusia por la invasión a Ucrania http,1.0,Spanish
A la gente siempre le gusta inventar cosas,2.0,Spanish
Valen verga todas las mujeres porqoue nomas te ilusionan y en verdad ni te quieren,4.6,Spanish
@user Y el hijo pedófilo le pelea el puesto,3.2,Spanish
@user Creo que tiene la fantasía de que un zurdo le lubrique las cañerías mientras suena la internacional,2.6,Spanish
@user Percutar ese qlo,2.4,Spanish
"@BTS_twt Gracias por estar aquí, eres tan especial.😍",4.2,Spanish
Ya estoy hora de dormir???,1.6666666666666667,Spanish
@user Tu también me encantas doryy💗💖💘💓💕,3.8,Spanish
@user Y si mejor compramos comida ya hecha? 😅😅😅,2.4,Spanish
"""Lo normal es la deportación y que se cancele la VISA. Hay una cancelación de por vida o por un periodo bastante extenso"" @LaUnionAM",1.2,Spanish
"Si te invita a pasear perritos, créeme mi hermano: ahí es.",2.8,Spanish
@user acá son las 8 ok,1.0,Spanish
Antes d levantarme d la cama hago un 10 min d sufrimiento y agonía,3.2,Spanish
@user En eso estamos entiendo la oferta del gobierno 😊,2.0,Spanish
Cuando dos personajes se encontraron en el Jumbo de bv JAJAJAJJAAJ http,1.0,Spanish
@user vas a terminar de novio y triunfando en el exterior maxi.,3.0,Spanish
Ahora tenemos sangre ucraniana. @user @user @user #StopRussia #StopPutinNOW http vía @user,2.0,Spanish
@user NO AL DISCRIMEN Y SEGREGACIÓN DE PERSONAS 💉😷 http,1.8,Spanish
"Hoy he empezado a notar la falta de productos, por motivos de la huelga. He ido al Badulake, y no les quedan gulas. Una mierda todo.",2.25,Spanish
@user A los culos no les hacen corridos,2.0,Spanish
"No sé, pero yo si quisiera llegar al punto de estar perdidamente enamorada de alguien, tanto que se me note hasta en la forma de mirarlo.",3.8,Spanish
Me pongo a pensar hasta donde llegaré! 😎 #pictureoftheday #2019 #instagram http,3.2,Spanish
"@user una obra que dirige mi maestro de taller, jj.",1.4,Spanish
@user Italia 90. No hay 2 opciones,1.0,Spanish
"borró la destacadas, yendo no llegando diría el nobaaa",2.6666666666666665,Spanish
"Perdí un buen estado en Ig 🥺, lo sigo buscando sin éxito pero que bueeeen mensaje.",2.0,Spanish
@user Pero 20.000 Millones para chochocharlas.,2.0,Spanish
"@user @user Exacto, imaginen una Constitución escrita por 60 Cerrones y 60 Caveros. No jodan.",1.2,Spanish
@user Cualquiera se enoja si su verificación top 1 la bajan a top 2,1.6,Spanish
"@user Buen punto, pero cuando pensaba para el resto de mí vida solo estimé hasta fin de la semana próxima, un descuido (?)",2.25,Spanish
@user Muchas gracias amiga Un abrazote,2.8,Spanish
@user Ojo que Agustina quizás no sea Agustina... te lo dejo para que lo pienses (?),2.0,Spanish
@user No os fijéis en el mensajero. El mensaje es claro. 😅,1.6,Spanish
@user @user @KBSWorldTV si yo igual acabo de encontrar ese video de 7 m de vistas😆,1.4,Spanish
queeee bien empezé el año 🤘🏽🤪,2.6,Spanish
Ismael hay más imagenes para ti. #LaIslaDeLasTentaciones8 http,1.4,Spanish
Cuando haga mi cosplays de ryuko matoi lo voy a subir primero aquí,1.8,Spanish
@user Asi saltó a la fama. Una tuvo que partirle el corazón y viralizar los audios para que nosotros lo tengamos en nuestras vidas 😭💞,2.2,Spanish
"@CNNChile Contraloría no puede aplicar sanciones a los Alcaldes, solo el TER.",1.0,Spanish
lo hizo por mi 🥺 http,2.0,Spanish
🎸 Clonación capilar: la gran novedad para los pacientes con alopecia androgénica... http,1.0,Spanish
"Quien te quiere busca la manera de arreglar las cosas, no alejarse",2.2,Spanish
"@user Todos esperamos eso, cuánto más gente comparta mejor 😘",1.8,Spanish
"@user @user Él siempre :) Yo ojalá trabajar, la verdad :(",2.25,Spanish
Buenos días mis amores.,2.8,Spanish
soy una mierda:(,3.4,Spanish
@NoticiasRCN Ahora le llaman comunidades a los hijos de puta Guerrilleros,2.0,Spanish
"#MartesIntratable. Los híper estaban llenos , que está diciendo es psicóloga ??..no comíamos?",2.0,Spanish
@user Me gustaría una videollamada con Uds,3.2,Spanish
@user Dice que mañana me paga y mañana le paso las fotos por ahora http,1.8,Spanish
Así que una y mil veces #MonterreyNeedsBTSTour #OCESAxBTS http,1.0,Spanish
@user @A24COM Es malo por conocer..... Lo bueno es #Espert2019,1.5,Spanish
"Padre sol nuestro que estás en los cielos, guíame si no esta bien la vida que llevo... http",1.2,Spanish
"@user @user Si chamo, si no es como el quiere, zas! te lanza el block.",2.4,Spanish
"Sí, si es contigo.✨❤️",4.0,Spanish
"Como Jaime vuelva a preguntar por los ingredientes de la salsa, os juro que voy a Palencia andando y se los digo... #MCJunior",1.6,Spanish
@Nacion321 @user @vampipe A puro que feo estas te pareces a tu mamá,2.4,Spanish
Perdiendo dignidad desde 1997 jajajajajjaa,2.8,Spanish
"Noches así,donde solía taparte",3.6,Spanish
@user Siempre fiel nunca infiel,3.2,Spanish
El gobierno dejó abierta la puerta de diálogo con indígenas http http,1.0,Spanish
No vamos a ser mala onda y dejarlos sin nada por aquí... trío con un buen single... http,3.4,Spanish
"Una gran multitud, sería uno con Dios",1.0,Spanish
Este jueves día 19 nuestra Hermandad ha celebrado sus Cultos semanales http http,1.0,Spanish
lo único estable en mi vida es el sueño y las ganas d follar,4.4,Spanish
"Ojos que no ven, TWITTER que te lo cuenta 😂😂😂😂😂",1.4,Spanish
NB es la oficial de los Panamericanos y Marathon de la federación. Ok.,1.0,Spanish
"@user Ríndete a la vía del deporte, la única vía para una vida sana, te voy recogiendo los pulmones no te preocupes",2.2,Spanish
@user @user Quien juega por el pulga? Kaprof? No se compara! No es por no bancar a kaprof pero no tiene la talla del pulga.,1.25,Spanish
Yo solo quiero estar en el mar,1.4,Spanish
@user te quiero mucho💙💙💙,3.2,Spanish
😍 El mejor diseño es catalán. 👉 http by @user #EquipoCreativo,1.4,Spanish
"@user Mi hermano no le responda ,as a ese Sr @user ,es un retrasado mental en política, está quemado",1.8,Spanish
@user Pues si no me quieres creer no me creas pero yo no voy a hacer que mas gente vea eso,3.0,Spanish
